"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","TIME","TIME","Value","Flag Codes","Flags"
"SVN","Slovenia","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","2013","2013",19119,"E","Estimated value"
"AUS","Australia","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",58409,"E","Estimated value"
"AUT","Austria","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",52387,"E","Estimated value"
"BEL","Belgium","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",47038,"E","Estimated value"
"CAN","Canada","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",55718,"E","Estimated value"
"CZE","Czech Republic","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",30190,"E","Estimated value"
"DNK","Denmark","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",42795,"E","Estimated value"
"FIN","Finland","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",44992,"E","Estimated value"
"FRA","France","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",55477,"E","Estimated value"
"DEU","Germany","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",53978,"E","Estimated value"
"GRC","Greece","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",41155,"E","Estimated value"
"HUN","Hungary","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",25395,"E","Estimated value"
"ISL","Iceland","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",38406,"E","Estimated value"
"IRL","Ireland","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",49125,"E","Estimated value"
"ITA","Italy","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",46751,"E","Estimated value"
"JPN","Japan","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",48311,"E","Estimated value"
"KOR","Korea","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",32860,"E","Estimated value"
"LUX","Luxembourg","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",65014,"E","Estimated value"
"MEX","Mexico","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",32756,"E","Estimated value"
"NLD","Netherlands","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",48114,"E","Estimated value"
"NZL","New Zealand","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",43498,"E","Estimated value"
"NOR","Norway","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",53912,"E","Estimated value"
"POL","Poland","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",29527,"E","Estimated value"
"PRT","Portugal","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",40277,"E","Estimated value"
"SVK","Slovak Republic","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",29511,"E","Estimated value"
"ESP","Spain","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",45150,"E","Estimated value"
"SWE","Sweden","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",46688,"E","Estimated value"
"CHE","Switzerland","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",57485,"E","Estimated value"
"TUR","Turkey","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",30808,"E","Estimated value"
"GBR","United Kingdom","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",56026,"E","Estimated value"
"USA","United States","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",82666,"E","Estimated value"
"OTO","OECD - Total","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",44625,"E","Estimated value"
"BRA","Brazil","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",28543,"E","Estimated value"
"CHL","Chile","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",31040,"E","Estimated value"
"EST","Estonia","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",24930,"E","Estimated value"
"ISR","Israel","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",40760,"E","Estimated value"
"RUS","Russia","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",37269,"E","Estimated value"
"SVN","Slovenia","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","2013","2013",32600,"E","Estimated value"
"AUS","Australia","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",10323,"E","Estimated value"
"AUT","Austria","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",13515,"E","Estimated value"
"BEL","Belgium","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",12075,"E","Estimated value"
"CAN","Canada","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",10526,"E","Estimated value"
"CZE","Czech Republic","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",8466,"E","Estimated value"
"DNK","Denmark","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",11946,"E","Estimated value"
"FIN","Finland","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",12236,"E","Estimated value"
"FRA","France","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",12216,"E","Estimated value"
"DEU","Germany","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",12544,"E","Estimated value"
"GRC","Greece","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",7317,"E","Estimated value"
"HUN","Hungary","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",6273,"E","Estimated value"
"ISL","Iceland","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",10071,"E","Estimated value"
"IRL","Ireland","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",9169,"E","Estimated value"
"ITA","Italy","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",8949,"E","Estimated value"
"JPN","Japan","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",7808,"E","Estimated value"
"KOR","Korea","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",5737,"E","Estimated value"
"LUX","Luxembourg","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",16082,"E","Estimated value"
"MEX","Mexico","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",2570,"E","Estimated value"
"NLD","Netherlands","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",11185,"E","Estimated value"
"NZL","New Zealand","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",8528,"E","Estimated value"
"NOR","Norway","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",14621,"E","Estimated value"
"POL","Poland","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",6123,"E","Estimated value"
"PRT","Portugal","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",7079,"E","Estimated value"
"SVK","Slovak Republic","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",7680,"E","Estimated value"
"ESP","Spain","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",7008,"E","Estimated value"
"SWE","Sweden","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",11528,"E","Estimated value"
"CHE","Switzerland","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",12593,"E","Estimated value"
"TUR","Turkey","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",3679,"E","Estimated value"
"GBR","United Kingdom","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",9927,"E","Estimated value"
"USA","United States","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",10434,"E","Estimated value"
"OTO","OECD - Total","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",9156,"E","Estimated value"
"BRA","Brazil","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",2101,"E","Estimated value"
"CHL","Chile","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",2392,"E","Estimated value"
"EST","Estonia","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",4881,"E","Estimated value"
"ISR","Israel","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",5237,"E","Estimated value"
"RUS","Russia","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",4153,"E","Estimated value"
"SVN","Slovenia","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","2013","2013",9018,"E","Estimated value"
"AUS","Australia","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",32178,,
"AUT","Austria","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",47458,,
"BEL","Belgium","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",74007,,
"CAN","Canada","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",63852,,
"CZE","Czech Republic","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",14749,,
"DNK","Denmark","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",36184,,
"FIN","Finland","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",22335,,
"FRA","France","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",46520,,
"DEU","Germany","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",44938,,
"GRC","Greece","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",13428,,
"HUN","Hungary","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",12390,,
"ISL","Iceland","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",31182,"E","Estimated value"
"IRL","Ireland","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",27378,,
"ITA","Italy","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",55255,,
"JPN","Japan","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",74966,,
"KOR","Korea","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",26036,,
"LUX","Luxembourg","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",66917,,
"MEX","Mexico","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",9946,"E","Estimated value"
"NLD","Netherlands","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",66869,,
"NZL","New Zealand","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",33421,"E","Estimated value"
"NOR","Norway","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",6905,,
"POL","Poland","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",9222,,
"PRT","Portugal","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",28408,,
"SVK","Slovak Republic","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",7798,,
"ESP","Spain","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",21636,,
"SWE","Sweden","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",44889,,
"CHE","Switzerland","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",99209,,
"TUR","Turkey","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",10524,"E","Estimated value"
"GBR","United Kingdom","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",62965,,
"USA","United States","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",115918,,
"OTO","OECD - Total","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",40516,"E","Estimated value"
"BRA","Brazil","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",5861,"E","Estimated value"
"CHL","Chile","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",16972,,
"EST","Estonia","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",8802,,
"ISR","Israel","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",49240,,
"RUS","Russia","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",15142,"E","Estimated value"
"SVN","Slovenia","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","2013","2013",18065,,
"AUS","Australia","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",32178,"E","Estimated value"
"AUT","Austria","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",47458,"E","Estimated value"
"BEL","Belgium","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",74007,"E","Estimated value"
"CAN","Canada","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",63852,"E","Estimated value"
"CZE","Czech Republic","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",14749,"E","Estimated value"
"DNK","Denmark","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",36184,"E","Estimated value"
"FIN","Finland","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",22335,"E","Estimated value"
"FRA","France","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",46520,"E","Estimated value"
"DEU","Germany","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",44938,"E","Estimated value"
"GRC","Greece","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",13428,"E","Estimated value"
"HUN","Hungary","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",12390,"E","Estimated value"
"ISL","Iceland","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",31182,"E","Estimated value"
"IRL","Ireland","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",27378,"E","Estimated value"
"ITA","Italy","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",55255,"E","Estimated value"
"JPN","Japan","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",74966,"E","Estimated value"
"KOR","Korea","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",26036,"E","Estimated value"
"LUX","Luxembourg","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",66917,"E","Estimated value"
"MEX","Mexico","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",9946,"E","Estimated value"
"NLD","Netherlands","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",66869,"E","Estimated value"
"NZL","New Zealand","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",33421,"E","Estimated value"
"NOR","Norway","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",6905,"E","Estimated value"
"POL","Poland","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",9222,"E","Estimated value"
"PRT","Portugal","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",28408,"E","Estimated value"
"SVK","Slovak Republic","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",7798,"E","Estimated value"
"ESP","Spain","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",21636,"E","Estimated value"
"SWE","Sweden","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",44889,"E","Estimated value"
"CHE","Switzerland","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",99209,"E","Estimated value"
"TUR","Turkey","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",10524,"E","Estimated value"
"GBR","United Kingdom","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",62965,"E","Estimated value"
"USA","United States","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",115918,"E","Estimated value"
"BRA","Brazil","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",5861,"E","Estimated value"
"CHL","Chile","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",16972,"E","Estimated value"
"EST","Estonia","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",8802,"E","Estimated value"
"ISR","Israel","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",49240,"E","Estimated value"
"RUS","Russia","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",15142,"E","Estimated value"
"SVN","Slovenia","IW_HNFW","Household net financial wealth","L","Value","MN","Men","2013","2013",18065,"E","Estimated value"
"AUS","Australia","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",32178,"E","Estimated value"
"AUT","Austria","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",47458,"E","Estimated value"
"BEL","Belgium","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",74007,"E","Estimated value"
"CAN","Canada","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",63852,"E","Estimated value"
"CZE","Czech Republic","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",14749,"E","Estimated value"
"DNK","Denmark","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",36184,"E","Estimated value"
"FIN","Finland","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",22335,"E","Estimated value"
"FRA","France","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",46520,"E","Estimated value"
"DEU","Germany","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",44938,"E","Estimated value"
"GRC","Greece","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",13428,"E","Estimated value"
"HUN","Hungary","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",12390,"E","Estimated value"
"ISL","Iceland","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",31182,"E","Estimated value"
"IRL","Ireland","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",27378,"E","Estimated value"
"ITA","Italy","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",55255,"E","Estimated value"
"JPN","Japan","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",74966,"E","Estimated value"
"KOR","Korea","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",26036,"E","Estimated value"
"LUX","Luxembourg","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",66917,"E","Estimated value"
"MEX","Mexico","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",9946,"E","Estimated value"
"NLD","Netherlands","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",66869,"E","Estimated value"
"NZL","New Zealand","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",33421,"E","Estimated value"
"NOR","Norway","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",6905,"E","Estimated value"
"POL","Poland","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",9222,"E","Estimated value"
"PRT","Portugal","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",28408,"E","Estimated value"
"SVK","Slovak Republic","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",7798,"E","Estimated value"
"ESP","Spain","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",21636,"E","Estimated value"
"SWE","Sweden","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",44889,"E","Estimated value"
"CHE","Switzerland","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",99209,"E","Estimated value"
"TUR","Turkey","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",10524,"E","Estimated value"
"GBR","United Kingdom","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",62965,"E","Estimated value"
"USA","United States","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",115918,"E","Estimated value"
"BRA","Brazil","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",5861,"E","Estimated value"
"CHL","Chile","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",16972,"E","Estimated value"
"EST","Estonia","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",8802,"E","Estimated value"
"ISR","Israel","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",49240,"E","Estimated value"
"RUS","Russia","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",15142,"E","Estimated value"
"SVN","Slovenia","IW_HNFW","Household net financial wealth","L","Value","WMN","Women","2013","2013",18065,"E","Estimated value"
"AUS","Australia","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",73,,
"AUT","Austria","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",72,,
"BEL","Belgium","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",62,,
"CAN","Canada","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",72,,
"CZE","Czech Republic","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",66,,
"DNK","Denmark","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",73,,
"FIN","Finland","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",69,,
"FRA","France","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",64,,
"DEU","Germany","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",73,,
"GRC","Greece","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",56,,
"HUN","Hungary","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",56,,
"ISL","Iceland","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",79,,
"IRL","Ireland","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",60,,
"ITA","Italy","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",57,,
"JPN","Japan","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",70,,
"KOR","Korea","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",64,,
"LUX","Luxembourg","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",65,,
"MEX","Mexico","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",60,,
"NLD","Netherlands","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",75,,
"NZL","New Zealand","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",73,,
"NOR","Norway","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",75,,
"POL","Poland","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",60,,
"PRT","Portugal","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",64,,
"SVK","Slovak Republic","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",59,,
"ESP","Spain","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",58,,
"SWE","Sweden","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",74,,
"CHE","Switzerland","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",79,,
"TUR","Turkey","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",48,,
"GBR","United Kingdom","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",70,,
"USA","United States","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",67,,
"OTO","OECD - Total","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",66,,
"BRA","Brazil","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",68,,
"CHL","Chile","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",61,,
"EST","Estonia","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",65,,
"ISR","Israel","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",61,,
"RUS","Russia","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",68,,
"SVN","Slovenia","JE_EMPL","Employment rate","L","Value","TOT","Total","2013","2013",64,,
"AUS","Australia","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",79,,
"AUT","Austria","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",78,,
"BEL","Belgium","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",67,,
"CAN","Canada","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",75,,
"CZE","Czech Republic","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",74,,
"DNK","Denmark","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",76,,
"FIN","Finland","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",71,,
"FRA","France","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",68,,
"DEU","Germany","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",77,,
"GRC","Greece","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",66,,
"HUN","Hungary","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",61,,
"ISL","Iceland","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",81,,
"IRL","Ireland","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",63,,
"ITA","Italy","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",67,,
"JPN","Japan","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",80,,
"KOR","Korea","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",75,,
"LUX","Luxembourg","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",72,,
"MEX","Mexico","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",78,,
"NLD","Netherlands","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",80,,
"NZL","New Zealand","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",78,,
"NOR","Norway","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",77,,
"POL","Poland","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",66,,
"PRT","Portugal","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",68,,
"SVK","Slovak Republic","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",66,,
"ESP","Spain","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",64,,
"SWE","Sweden","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",76,,
"CHE","Switzerland","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",85,,
"TUR","Turkey","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",69,,
"GBR","United Kingdom","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",76,,
"USA","United States","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",71,,
"OTO","OECD - Total","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",72,,
"BRA","Brazil","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",80,,
"CHL","Chile","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",74,,
"EST","Estonia","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",68,,
"ISR","Israel","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",64,,
"RUS","Russia","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",72,,
"SVN","Slovenia","JE_EMPL","Employment rate","L","Value","MN","Men","2013","2013",68,,
"AUS","Australia","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",67,,
"AUT","Austria","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",67,,
"BEL","Belgium","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",57,,
